#BLOCK ACTUAL AVE ERROR
1 -6.97199 -6.97199 0
2 -6.97918 -6.97558 0.00253964
3 -6.98352 -6.97823 0.0027438
4 -6.981 -6.97892 0.00214335
5 -6.98032 -6.9792 0.00173274
6 -6.97013 -6.97769 0.00199731
7 -6.98061 -6.9781 0.00175502
8 -6.97936 -6.97826 0.00154267
9 -6.98322 -6.97881 0.00146625
10 -6.97148 -6.97808 0.00149161
11 -6.98199 -6.97843 0.00139763
12 -6.97401 -6.97807 0.00132882
13 -6.97122 -6.97754 0.00132674
14 -6.97491 -6.97735 0.00124518
15 -6.98192 -6.97766 0.00119879
16 -6.98254 -6.97796 0.00116215
17 -6.97347 -6.9777 0.00112339
18 -6.97323 -6.97745 0.00108805
19 -6.98638 -6.97792 0.00112764
20 -6.97008 -6.97753 0.00113733
21 -6.97878 -6.97759 0.00108474
22 -6.9865 -6.97799 0.00110848
23 -6.97345 -6.97779 0.00107777
24 -6.97575 -6.97771 0.00103623
25 -6.97896 -6.97776 0.000995984
26 -6.96949 -6.97744 0.00100721
27 -6.98207 -6.97761 0.00098438
28 -6.97365 -6.97747 0.000959341
29 -6.97323 -6.97733 0.00093732
30 -6.98894 -6.97771 0.000982765
31 -6.97704 -6.97769 0.000951304
32 -6.977 -6.97767 0.000921819
33 -6.98366 -6.97785 0.000911611
34 -6.97415 -6.97774 0.000891277
35 -6.9773 -6.97773 0.000865903
36 -6.96837 -6.97747 0.000879998
37 -6.98208 -6.97759 0.000865001
38 -6.97146 -6.97743 0.000857167
39 -6.98123 -6.97753 0.000840692
40 -6.97102 -6.97737 0.000835257
41 -6.98206 -6.97748 0.000822675
42 -6.97159 -6.97734 0.000814957
43 -6.96969 -6.97716 0.000815209
44 -6.9831 -6.9773 0.000807755
45 -6.97873 -6.97733 0.000790435
46 -6.97762 -6.97734 0.000773277
47 -6.97207 -6.97722 0.000764891
48 -6.97892 -6.97726 0.000749774
49 -6.98599 -6.97744 0.000755359
50 -6.97739 -6.97744 0.000740253
