#BLOCK ACTUAL AVE ERROR
1 1.76351 1.76351 0
2 1.67871 1.72111 0.0299796
3 1.70092 1.71438 0.0207285
4 1.70109 1.71106 0.0158103
5 1.70659 1.71016 0.0126735
6 1.67539 1.70437 0.0118127
7 1.69388 1.70287 0.0102196
8 1.65812 1.69728 0.0103609
9 1.69236 1.69673 0.00922405
10 1.69134 1.69619 0.0083174
11 1.69278 1.69588 0.00756704
12 1.67344 1.69401 0.00716372
13 1.70216 1.69464 0.00664002
14 1.64729 1.69126 0.00697389
15 1.68793 1.69103 0.00651249
16 1.65886 1.68902 0.00640833
17 1.67696 1.68831 0.00607052
18 1.67169 1.68739 0.00580312
19 1.64497 1.68516 0.00591165
20 1.68161 1.68498 0.00561873
21 1.65378 1.68349 0.00554413
22 1.68573 1.6836 0.00529305
23 1.71111 1.68479 0.00519636
24 1.6745 1.68436 0.00499752
25 1.65852 1.68333 0.00490338
26 1.71525 1.68456 0.00486604
27 1.66139 1.6837 0.00476086
28 1.69352 1.68405 0.00460374
29 1.67799 1.68384 0.00444974
30 1.6961 1.68425 0.00432013
31 1.67796 1.68405 0.00418552
32 1.65098 1.68301 0.00418035
33 1.67198 1.68268 0.00406702
34 1.69444 1.68302 0.0039621
35 1.65479 1.68222 0.00393015
36 1.65154 1.68137 0.00391229
37 1.69007 1.6816 0.00381362
38 1.66746 1.68123 0.00373138
39 1.65883 1.68065 0.00367963
40 1.68461 1.68075 0.00358896
41 1.656 1.68015 0.00355184
42 1.7219 1.68114 0.00360369
43 1.63416 1.68005 0.00368181
44 1.64447 1.67924 0.00368586
45 1.68996 1.67948 0.00361164
46 1.67721 1.67943 0.00353347
47 1.67768 1.67939 0.00345848
48 1.68552 1.67952 0.00338879
49 1.65056 1.67893 0.00337079
50 1.65491 1.67845 0.00333744
51 1.65872 1.67806 0.00329436
52 1.67991 1.6781 0.00323119
53 1.69602 1.67844 0.00318787
54 1.70563 1.67894 0.00316837
55 1.67914 1.67894 0.00311076
56 1.68804 1.67911 0.00305945
57 1.6828 1.67917 0.00300646
58 1.65068 1.67868 0.0029945
59 1.64929 1.67818 0.00298489
60 1.65881 1.67786 0.00295255
61 1.71147 1.67841 0.00295512
62 1.67867 1.67841 0.00290746
63 1.67249 1.67832 0.00286282
64 1.65223 1.67791 0.00284696
65 1.65296 1.67753 0.00282893
66 1.68881 1.6777 0.00279122
67 1.69326 1.67793 0.0027592
68 1.65788 1.67764 0.00273434
69 1.64831 1.67721 0.00272755
70 1.69889 1.67752 0.0027061
71 1.64975 1.67713 0.00269611
72 1.66584 1.67697 0.00266322
73 1.66004 1.67674 0.00263682
74 1.66246 1.67655 0.00260824
75 1.66204 1.67636 0.00258063
76 1.69743 1.67663 0.00256153
77 1.68615 1.67676 0.00253125
78 1.67619 1.67675 0.00249881
79 1.64943 1.6764 0.002491
80 1.67791 1.67642 0.00245993
81 1.71289 1.67687 0.00247042
82 1.67681 1.67687 0.0024403
83 1.62494 1.67625 0.00248981
84 1.68638 1.67637 0.00246309
85 1.66574 1.67624 0.00243728
86 1.66257 1.67608 0.00241412
87 1.63654 1.67563 0.00242879
88 1.65782 1.67543 0.0024096
89 1.65921 1.67524 0.00238941
90 1.63067 1.67475 0.00241363
91 1.66554 1.67465 0.00238922
92 1.66896 1.67459 0.00236405
93 1.64115 1.67423 0.00236582
94 1.67206 1.6742 0.00234076
95 1.63655 1.67381 0.00234943
96 1.69049 1.67398 0.00233138
97 1.66802 1.67392 0.00230815
98 1.67481 1.67393 0.00228462
99 1.66961 1.67388 0.00226196
100 1.64356 1.67358 0.00225957
