319900 -6.60349
319901 -6.57858
319902 -6.59772
319903 -6.70701
319904 -6.70357
319905 -6.61461
319906 -6.60094
319907 -6.71711
319908 -6.61847
319909 -6.65658
319910 -6.64104
319911 -6.66624
319912 -6.72422
319913 -6.66934
319914 -6.58159
319915 -6.54919
319916 -6.50139
319917 -6.49636
319918 -6.56856
319919 -6.54734
319920 -6.59578
319921 -6.65761
319922 -6.66111
319923 -6.68527
319924 -6.68692
319925 -6.64762
319926 -6.64122
319927 -6.63888
319928 -6.7022
319929 -6.66318
319930 -6.63767
319931 -6.57814
319932 -6.51128
319933 -6.54327
319934 -6.5695
319935 -6.64969
319936 -6.67449
319937 -6.65009
319938 -6.67822
319939 -6.6644
319940 -6.68325
319941 -6.6855
319942 -6.6879
319943 -6.71027
319944 -6.70517
319945 -6.62042
319946 -6.63757
319947 -6.56547
319948 -6.69248
319949 -6.64666
319950 -6.64046
319951 -6.66989
319952 -6.63326
319953 -6.61838
319954 -6.63392
319955 -6.65933
319956 -6.63605
319957 -6.58624
319958 -6.56901
319959 -6.58544
319960 -6.60758
319961 -6.56977
319962 -6.60228
319963 -6.66654
319964 -6.6968
319965 -6.80457
319966 -6.82902
319967 -6.80258
319968 -6.79022
319969 -6.75442
319970 -6.71898
319971 -6.78324
319972 -6.7908
319973 -6.77331
319974 -6.7504
319975 -6.73898
319976 -6.75973
319977 -6.80049
319978 -6.74798
319979 -6.69187
319980 -6.62766
319981 -6.68976
319982 -6.66501
319983 -6.69729
319984 -6.76224
319985 -6.79527
319986 -6.83705
319987 -6.79351
319988 -6.72858
319989 -6.70929
319990 -6.66923
319991 -6.65407
319992 -6.64881
319993 -6.68251
319994 -6.71649
319995 -6.81619
319996 -6.78153
319997 -6.76672
319998 -6.74848
319999 -6.76359
320000 -6.70252
320001 -6.76745
320002 -6.67461
320003 -6.56523
320004 -6.64173
320005 -6.6795
320006 -6.68166
320007 -6.62955
320008 -6.69485
320009 -6.60286
320010 -6.60286
320011 -6.71454
320012 -6.74903
320013 -6.58427
320014 -6.61345
320015 -6.64391
320016 -6.57157
320017 -6.53559
320018 -6.52365
320019 -6.4911
320020 -6.53916
320021 -6.56115
320022 -6.65607
320023 -6.54148
320024 -6.6004
320025 -6.64706
320026 -6.64868
320027 -6.64976
320028 -6.63543
320029 -6.53946
320030 -6.55413
320031 -6.55441
320032 -6.61623
320033 -6.54793
320034 -6.47902
320035 -6.5373
320036 -6.56516
320037 -6.60243
320038 -6.61553
320039 -6.63071
320040 -6.5978
320041 -6.63166
320042 -6.67415
320043 -6.67718
320044 -6.6867
320045 -6.72021
320046 -6.73382
320047 -6.73821
320048 -6.75783
320049 -6.80498
320050 -6.78696
320051 -6.78602
320052 -6.75953
320053 -6.62919
320054 -6.66528
320055 -6.58168
320056 -6.52963
320057 -6.55822
320058 -6.51908
320059 -6.49969
320060 -6.56494
320061 -6.65292
320062 -6.60836
320063 -6.62693
320064 -6.64394
320065 -6.62817
320066 -6.71397
320067 -6.71881
320068 -6.73533
320069 -6.70905
320070 -6.76023
320071 -6.68347
320072 -6.68154
320073 -6.74749
320074 -6.65662
320075 -6.64452
320076 -6.60832
320077 -6.72555
320078 -6.75798
320079 -6.70993
320080 -6.64676
320081 -6.58802
320082 -6.60202
320083 -6.54146
320084 -6.44516
320085 -6.52567
320086 -6.62455
320087 -6.6504
320088 -6.65804
320089 -6.67817
320090 -6.69878
320091 -6.67932
320092 -6.71745
320093 -6.79703
320094 -6.76792
320095 -6.74857
320096 -6.71478
320097 -6.68634
320098 -6.76879
320099 -6.78898
320100 -6.75496
320101 -6.74082
320102 -6.75903
320103 -6.77306
320104 -6.78825
320105 -6.76107
320106 -6.81064
320107 -6.69104
320108 -6.64755
320109 -6.57163
320110 -6.58343
320111 -6.62199
320112 -6.57699
320113 -6.6118
320114 -6.63605
320115 -6.65894
320116 -6.58844
320117 -6.60155
320118 -6.55478
320119 -6.52446
320120 -6.66971
320121 -6.69476
320122 -6.72959
320123 -6.72218
320124 -6.70745
320125 -6.75004
320126 -6.71963
320127 -6.711
320128 -6.68615
320129 -6.71368
320130 -6.69285
320131 -6.6705
320132 -6.59077
320133 -6.61834
320134 -6.63356
320135 -6.6176
320136 -6.64315
320137 -6.67109
320138 -6.6707
320139 -6.72883
320140 -6.68174
320141 -6.76883
320142 -6.756
320143 -6.73593
320144 -6.74554
320145 -6.74246
320146 -6.75815
320147 -6.6766
320148 -6.64546
320149 -6.69532
320150 -6.74561
320151 -6.66175
320152 -6.61622
320153 -6.64169
320154 -6.68064
320155 -6.73495
320156 -6.70606
320157 -6.77409
320158 -6.79999
320159 -6.81188
320160 -6.80764
320161 -6.73025
320162 -6.68249
320163 -6.64599
320164 -6.68534
320165 -6.6402
320166 -6.71106
320167 -6.77901
320168 -6.64769
320169 -6.59366
320170 -6.68222
320171 -6.7698
320172 -6.70623
320173 -6.74933
320174 -6.68819
320175 -6.7146
320176 -6.71437
320177 -6.74996
320178 -6.69956
320179 -6.74449
320180 -6.71066
320181 -6.65772
320182 -6.76685
320183 -6.75755
320184 -6.70397
320185 -6.68557
320186 -6.74204
320187 -6.78571
320188 -6.77861
320189 -6.71291
320190 -6.72718
320191 -6.73167
320192 -6.68015
320193 -6.7407
320194 -6.73317
320195 -6.76495
320196 -6.85348
320197 -6.8022
320198 -6.83285
320199 -6.81117
320200 -6.71453
320201 -6.66877
320202 -6.67155
320203 -6.70289
320204 -6.74375
320205 -6.69003
320206 -6.69962
320207 -6.74746
320208 -6.75135
320209 -6.74563
320210 -6.66798
320211 -6.74833
320212 -6.71631
320213 -6.66895
320214 -6.63839
320215 -6.66823
320216 -6.68449
320217 -6.7553
320218 -6.79443
320219 -6.78718
320220 -6.75502
320221 -6.71037
320222 -6.65056
320223 -6.68012
320224 -6.73127
320225 -6.76126
320226 -6.77079
320227 -6.66567
320228 -6.59917
320229 -6.6405
320230 -6.68694
320231 -6.66482
320232 -6.6986
320233 -6.6092
320234 -6.6076
320235 -6.47933
320236 -6.57833
320237 -6.59075
320238 -6.6803
320239 -6.6561
320240 -6.59798
320241 -6.50677
320242 -6.5407
320243 -6.43299
320244 -6.56788
320245 -6.49334
320246 -6.45618
320247 -6.45397
320248 -6.41353
