#BLOCK ACTUAL AVE ERROR
1 0.0166163 0.0166163 0
2 0.0213596 0.0189879 0.00167701
3 0.0114059 0.0164606 0.00234698
4 0.00931579 0.0146744 0.00234335
5 0.00171123 0.0120818 0.00298192
