#Blocks mean_unif uncer_unif mean_gaus uncer_gaus mean_acc_unif uncer_acc_unif mean_acc_gaus uncer_acc_gaus
1 1.49982 0 1.49976 0 0.500287 0 0.500051 0
2 1.49945 0.000369109 1.49911 0.00064142 0.500227 6.05e-05 0.499529 0.0005225
3 1.50259 0.00315278 1.50206 0.00296644 0.5004 0.000176981 0.499425 0.000319035
4 1.50185 0.00234899 1.5014 0.0021987 0.500152 0.000277786 0.49926 0.000279003
5 1.50081 0.00209718 1.50051 0.00192089 0.500102 0.00022086 0.499304 0.000220488
6 1.49999 0.00189802 1.49979 0.00172481 0.500095 0.000180489 0.499383 0.000196585
7 1.49926 0.00176464 1.4991 0.00161562 0.500054 0.000157979 0.499319 0.00017826
8 1.49876 0.00160846 1.49858 0.00149048 0.500124 0.00015405 0.499295 0.000156186
9 1.49872 0.00141898 1.49856 0.0013146 0.500219 0.000165437 0.499301 0.000137889
10 1.49856 0.00127945 1.49844 0.00118266 0.500065 0.000213697 0.499371 0.000141703
11 1.49828 0.0011914 1.49824 0.00108752 0.500029 0.000196482 0.499235 0.000187213
12 1.4984 0.00109497 1.49842 0.0010081 0.500076 0.00018541 0.499243 0.000171094
13 1.49845 0.00100816 1.49844 0.000927673 0.500058 0.000171495 0.499296 0.00016615
14 1.49809 0.000998624 1.49814 0.000910496 0.500014 0.000164918 0.499273 0.000155534
15 1.49844 0.000993258 1.49844 0.0008985 0.500013 0.000153534 0.499295 0.000146457
16 1.49832 0.000936966 1.49835 0.00084487 0.499953 0.000155522 0.499294 0.000137001
17 1.49814 0.000898286 1.49822 0.000805154 0.499935 0.000147222 0.499283 0.000129175
18 1.498 0.000857809 1.49809 0.000770007 0.499871 0.000152937 0.499224 0.000135082
19 1.49793 0.000814848 1.49804 0.000729832 0.499852 0.000145857 0.499256 0.000131728
20 1.49797 0.000773913 1.49806 0.00069268 0.499822 0.000141576 0.499299 0.000131861
21 1.49825 0.000789691 1.49832 0.000707935 0.499867 0.000142105 0.499305 0.000125614
22 1.49858 0.000822926 1.49863 0.000741238 0.499904 0.0001404 0.499316 0.000120278
23 1.49889 0.000844546 1.49891 0.000761175 0.499953 0.000142732 0.499348 0.000119273
24 1.49916 0.000852964 1.49915 0.000769575 0.500045 0.000164855 0.4994 0.000125401
25 1.49912 0.000819474 1.4991 0.000739849 0.500062 0.000159004 0.499356 0.000128244
26 1.49938 0.000831143 1.49935 0.000753166 0.500093 0.000155842 0.499399 0.000130543
27 1.49962 0.000835414 1.49957 0.000755891 0.500166 0.000166771 0.499418 0.000127039
28 1.49936 0.000847707 1.49931 0.000770996 0.500168 0.000160716 0.499414 0.000122489
29 1.49957 0.000843762 1.4995 0.000766858 0.500196 0.000157722 0.499441 0.000121268
30 1.49976 0.000839225 1.4997 0.000767106 0.500228 0.000155716 0.499472 0.000121319
31 1.49983 0.00081411 1.49976 0.000744318 0.500238 0.000150917 0.499461 0.000117867
32 1.49997 0.000800389 1.4999 0.000733819 0.500228 0.000146466 0.499456 0.000114232
33 1.50001 0.000777051 1.49993 0.000712251 0.500212 0.000142888 0.499451 0.00011084
34 1.49996 0.000755534 1.49989 0.000692717 0.50019 0.000140279 0.499462 0.000108068
35 1.49974 0.000766556 1.49969 0.000699248 0.500159 0.000139659 0.499441 0.000107054
36 1.49975 0.000745095 1.49971 0.000679759 0.500168 0.000135973 0.499444 0.000104109
37 1.49979 0.000725752 1.49975 0.000662233 0.500176 0.000132524 0.499428 0.000102501
38 1.49989 0.000713849 1.49984 0.000651247 0.500187 0.000129475 0.499436 0.00010004
39 1.50008 0.000720301 1.50003 0.000662498 0.500195 0.000126354 0.499455 9.93266e-05
40 1.49991 0.000723141 1.49988 0.000663553 0.500185 0.000123561 0.499423 0.000102114
41 1.49989 0.000705515 1.49987 0.0006472 0.500168 0.00012179 0.499393 0.000103836
42 1.49985 0.000689586 1.49983 0.000632814 0.500169 0.00011886 0.49939 0.000101379
43 1.49985 0.000673382 1.49983 0.000617938 0.500174 0.000116192 0.499384 9.91996e-05
44 1.49967 0.000680799 1.49967 0.000623783 0.500155 0.000115168 0.499375 9.73439e-05
45 1.4996 0.000669012 1.49961 0.000613459 0.500141 0.000113403 0.499369 9.53589e-05
46 1.49959 0.000654569 1.49958 0.00060038 0.500135 0.000111091 0.499359 9.37871e-05
47 1.49981 0.000679153 1.49979 0.00062302 0.500153 0.000110214 0.499378 9.38051e-05
48 1.49978 0.000665589 1.49976 0.000610541 0.500146 0.000108108 0.499366 9.25894e-05
49 1.49965 0.000664264 1.49966 0.000607004 0.500126 0.000107871 0.499374 9.09836e-05
50 1.49957 0.000656247 1.49957 0.000600702 0.500104 0.000107875 0.499363 8.98329e-05
51 1.49956 0.000643366 1.49957 0.000588854 0.500109 0.000105856 0.499373 8.86342e-05
52 1.49953 0.000631368 1.49955 0.000577582 0.500107 0.000103818 0.499349 8.99575e-05
53 1.49953 0.000619344 1.49955 0.000566611 0.500113 0.000102037 0.499344 8.84368e-05
54 1.49958 0.000609411 1.4996 0.000558311 0.50013 0.000101423 0.499336 8.71492e-05
55 1.49957 0.00059828 1.49959 0.00054816 0.500126 9.9633e-05 0.49932 8.7049e-05
56 1.49968 0.000596991 1.49969 0.000548001 0.500156 0.000102541 0.499332 8.64272e-05
57 1.49974 0.000589742 1.49975 0.000541112 0.500157 0.000100728 0.499348 8.63298e-05
58 1.4997 0.000580982 1.49971 0.000533214 0.500166 9.94099e-05 0.499353 8.49578e-05
59 1.4997 0.000571055 1.49971 0.000524103 0.500165 9.7725e-05 0.499354 8.35157e-05
60 1.49987 0.000585618 1.49987 0.00054123 0.500168 9.61558e-05 0.49938 8.608e-05
61 1.4998 0.000579412 1.49981 0.000535505 0.500156 9.53973e-05 0.499382 8.46988e-05
62 1.49974 0.000572912 1.49977 0.000529094 0.500148 9.41767e-05 0.49938 8.33497e-05
63 1.49981 0.00056793 1.49984 0.000525635 0.500156 9.29917e-05 0.499393 8.29187e-05
64 1.49976 0.000561514 1.4998 0.000519021 0.50015 9.17326e-05 0.499388 8.17433e-05
65 1.4997 0.000555991 1.49974 0.000513738 0.50014 9.07911e-05 0.499373 8.18559e-05
66 1.49965 0.000549523 1.4997 0.000507715 0.500131 8.98974e-05 0.499376 8.06726e-05
67 1.49974 0.000547666 1.49976 0.000504271 0.500129 8.85715e-05 0.499386 8.00473e-05
68 1.49974 0.000539567 1.49977 0.000496825 0.500116 8.81979e-05 0.499378 7.92129e-05
69 1.49973 0.000531739 1.49977 0.000489594 0.500112 8.69809e-05 0.499378 7.80574e-05
70 1.49972 0.000524209 1.49975 0.000482851 0.500115 8.57585e-05 0.499375 7.69873e-05
71 1.49984 0.000530397 1.49986 0.000488535 0.500123 8.50071e-05 0.499379 7.59953e-05
72 1.49983 0.000523123 1.49984 0.000481932 0.500118 8.39716e-05 0.499374 7.50873e-05
73 1.49977 0.000519325 1.49979 0.000477757 0.50012 8.2829e-05 0.499371 7.41228e-05
74 1.49974 0.000513307 1.49977 0.0004721 0.500126 8.18952e-05 0.499379 7.35419e-05
75 1.49976 0.000507157 1.49979 0.000466469 0.500144 8.28011e-05 0.499383 7.26467e-05
76 1.49974 0.00050097 1.49977 0.000461051 0.500145 8.17168e-05 0.499373 7.23384e-05
77 1.49978 0.000495705 1.4998 0.000456512 0.500148 8.07042e-05 0.499376 7.14684e-05
78 1.49974 0.000490588 1.49977 0.000452019 0.500138 8.03404e-05 0.499362 7.19074e-05
79 1.4997 0.000485912 1.49974 0.000447129 0.500138 7.93169e-05 0.499344 7.3192e-05
80 1.49969 0.000479874 1.49973 0.000441594 0.500137 7.83215e-05 0.499325 7.49624e-05
81 1.49973 0.000474981 1.49977 0.000438033 0.500148 7.8047e-05 0.49933 7.42454e-05
