#Blocks mean_unif uncer_unif mean_gaus uncer_gaus mean_acc_unif uncer_acc_unif mean_acc_gaus uncer_acc_gaus
82 1.49972 0.000469155 1.49977 0.000432693 0.500151 7.71817e-05 0.499325 7.34823e-05
83 1.49965 0.000469759 1.4997 0.000432729 0.500153 7.62769e-05 0.499312 7.38672e-05
84 1.49964 0.000464155 1.4997 0.000427548 0.500153 7.53657e-05 0.499312 7.29827e-05
85 1.4997 0.000461944 1.49975 0.000425989 0.500165 7.55285e-05 0.499315 7.21947e-05
86 1.4998 0.000467729 1.49984 0.000431072 0.500173 7.50441e-05 0.49932 7.15084e-05
87 1.49989 0.000471648 1.49993 0.000434545 0.500177 7.42675e-05 0.499322 7.07179e-05
88 1.49991 0.000466514 1.49994 0.000429745 0.500177 7.34197e-05 0.499332 7.05969e-05
89 1.49998 0.00046677 1.5 0.000428544 0.500177 7.25902e-05 0.499337 6.99676e-05
90 1.49997 0.000461705 1.49998 0.00042396 0.500174 7.18462e-05 0.499338 6.91942e-05
91 1.49998 0.000456786 1.5 0.000419446 0.500169 7.1275e-05 0.49934 6.84469e-05
92 1.49996 0.000452114 1.49998 0.000415388 0.500175 7.07671e-05 0.499336 6.7809e-05
93 1.49993 0.000448402 1.49994 0.000412319 0.500168 7.03446e-05 0.499324 6.81748e-05
94 1.49998 0.000446687 1.49999 0.000410691 0.500169 6.9596e-05 0.499323 6.74457e-05
95 1.50003 0.000444308 1.50003 0.000408232 0.500174 6.90855e-05 0.499335 6.77608e-05
96 1.49999 0.000441353 1.49999 0.000406061 0.500159 6.99334e-05 0.499333 6.7075e-05
97 1.5 0.00043682 1.49999 0.000401923 0.500162 6.92721e-05 0.499327 6.66708e-05
98 1.50001 0.000432483 1.5 0.000397879 0.500159 6.86485e-05 0.499335 6.64046e-05
99 1.50003 0.00042877 1.50002 0.000394372 0.500168 6.85451e-05 0.49934 6.59108e-05
100 1.50005 0.000424972 1.50004 0.000390705 0.500171 6.79087e-05 0.499345 6.54571e-05
