#Blocks mean_1 uncer_1 mean_2 uncer_2
1 1.49982 0 4.99998 0
2 1.49983 8.59824e-06 5.00033 0.000356239
3 1.49998 0.000145171 5.0011 0.000790916
4 1.49956 0.000429186 5.00049 0.000826574
5 1.49978 0.000396857 4.99994 0.000845088
6 1.49994 0.000361618 4.99907 0.00110608
7 1.5002 0.000401812 4.99916 0.00093854
8 1.50017 0.000349329 4.99958 0.000917031
9 1.50006 0.000326711 4.99962 0.000809728
10 1.50035 0.000412223 4.99989 0.000771145
11 1.50029 0.000377538 5.00002 0.000709898
12 1.50019 0.000359074 5.00036 0.000731463
13 1.50009 0.000344463 5.00019 0.00069368
14 1.50021 0.000339013 5.0005 0.000714031
15 1.50003 0.000362627 5.00051 0.000664807
16 1.50006 0.000341039 5.00073 0.000657846
17 1.50016 0.000335118 5.00079 0.000620873
18 1.5002 0.000318168 5.00082 0.000586116
19 1.50015 0.000305694 5.00078 0.000555698
20 1.50015 0.000290075 5.00102 0.000579301
21 1.50015 0.000275951 5.00086 0.000573766
22 1.50008 0.000271934 5.00081 0.000548904
23 1.50006 0.000261001 5.00067 0.000543232
24 1.50001 0.000253242 5.00062 0.000522222
25 1.49996 0.000248271 5.00076 0.00051983
26 1.5 0.00024148 5.00072 0.000501694
27 1.50002 0.000233208 5.00067 0.000485455
28 1.50005 0.000227053 5.00048 0.000504306
29 1.5 0.000224339 5.00042 0.000489351
30 1.50001 0.000216749 5.00039 0.000474035
31 1.50003 0.000210504 5.00047 0.000465241
32 1.5001 0.000215272 5.00033 0.000472507
33 1.49997 0.000245441 5.00034 0.000458308
34 1.50006 0.000254364 5.00034 0.000444641
35 1.50003 0.000248186 5.00016 0.000466477
36 1.50001 0.000241835 5.00019 0.000454256
37 1.50001 0.000235223 5.00018 0.000441947
38 1.50002 0.000228987 5.00021 0.000431393
39 1.50006 0.000228194 5.0002 0.000420287
40 1.50008 0.000222978 5.00018 0.000410411
41 1.50005 0.000220027 5.00016 0.000400667
42 1.50004 0.000214771 5.00015 0.000391125
43 1.50001 0.000211545 5.00014 0.000382297
44 1.49999 0.000207615 5.00006 0.00038032
45 1.49999 0.000203128 5.00004 0.000372881
46 1.50003 0.000203571 5.00009 0.000369427
47 1.50005 0.000200104 5.00005 0.000363653
48 1.50003 0.000197202 4.99998 0.000363544
49 1.50002 0.000193174 5.00005 0.000361963
50 1.50006 0.000192834 5.00001 0.00035643
51 1.50007 0.000189417 4.99995 0.000354107
52 1.50002 0.000192845 4.99993 0.000348131
53 1.50002 0.000189172 4.99985 0.000349388
54 1.5 0.000187111 4.99978 0.000350564
55 1.49999 0.000183777 4.99991 0.000368394
56 1.49998 0.000180662 4.99994 0.000363064
57 1.49999 0.000177534 5.00002 0.000365675
58 1.49997 0.000174953 5.00006 0.000361148
59 1.49995 0.000173555 4.99999 0.000361211
60 1.49998 0.000173058 5.00005 0.000359826
61 1.49998 0.000170233 4.99999 0.000358848
62 1.49999 0.000168112 4.99999 0.000353029
63 1.49999 0.000165492 5.00005 0.000353384
64 1.49999 0.000163181 4.99996 0.000359771
65 1.50002 0.000162428 4.99995 0.00035428
66 1.50001 0.000160188 4.99992 0.000350201
67 1.49998 0.000161508 4.99994 0.000345619
68 1.49997 0.000159189 4.99992 0.000341542
69 1.49997 0.000156871 4.99993 0.000336878
70 1.49999 0.000156303 4.99998 0.000335315
71 1.49998 0.000154855 4.99998 0.000330577
72 1.49997 0.000152844 5.00002 0.000328002
73 1.49998 0.000151176 5 0.000324164
74 1.49996 0.000150344 4.99997 0.000320636
75 1.49995 0.000148718 5.00002 0.000319477
76 1.49995 0.000146753 5.00003 0.0003154
77 1.49992 0.00014903 5.00005 0.000311874
78 1.4999 0.000148696 5.00007 0.000308633
79 1.49989 0.000146902 5.00007 0.000304711
80 1.49988 0.000145589 5.0001 0.000302181
81 1.49986 0.000145199 5.00014 0.000300354
82 1.49985 0.000143953 5.00016 0.000298143
83 1.49986 0.000142559 5.00012 0.000298414
84 1.49986 0.000140852 5.00009 0.000296189
85 1.49987 0.000139749 5.00005 0.00029483
86 1.49988 0.00013869 5.00006 0.000291412
87 1.49988 0.000137124 5.00008 0.000289018
88 1.49987 0.000135655 5.0001 0.000286647
89 1.49986 0.000134762 5.00014 0.000285547
90 1.49985 0.000133683 5.00016 0.000283418
91 1.49986 0.000132492 5.0002 0.000283188
92 1.49987 0.000132137 5.00017 0.000281723
93 1.49986 0.000131464 5.00014 0.000281276
94 1.49984 0.000132538 5.00011 0.000279482
95 1.49982 0.000131579 5.00012 0.000276911
96 1.49986 0.000134479 5.0001 0.000274948
97 1.49987 0.000133887 5.00011 0.00027242
98 1.49988 0.000132565 5.00013 0.000270339
99 1.49989 0.000132031 5.00011 0.000268574
100 1.4999 0.000130916 5.00009 0.000266997
