x y z R
0.311737 0.298859 1.37173 1.4381
0.00435272 0.487256 0.616655 0.78594
0.338251 -0.0157153 0.00506725 0.338654
0.338251 -0.0157153 0.00506725 0.338654
0.338251 -0.0157153 0.00506725 0.338654
0.338251 -0.0157153 0.00506725 0.338654
0.338251 -0.0157153 0.00506725 0.338654
0.338251 -0.0157153 0.00506725 0.338654
0.577937 0.565801 0.769912 1.11665
0.91173 0.701675 0.078879 1.15318
0.547761 1.01199 -0.0278899 1.15106
0.547761 1.01199 -0.0278899 1.15106
0.517662 -0.0505763 -0.368681 0.63754
0.517662 -0.0505763 -0.368681 0.63754
0.275255 -0.448985 0.324604 0.618644
0.275255 -0.448985 0.324604 0.618644
0.245503 -1.03336 1.11477 1.53974
0.245503 -1.03336 1.11477 1.53974
0.245503 -1.03336 1.11477 1.53974
0.245503 -1.03336 1.11477 1.53974
-0.00864438 -1.50013 1.38652 2.04276
-0.00864438 -1.50013 1.38652 2.04276
-0.368699 -0.753141 1.27963 1.52991
0.0344547 -0.214324 1.18556 1.20527
0.0344547 -0.214324 1.18556 1.20527
0.549627 -1.09033 0.390316 1.2819
0.0615419 -0.929706 -0.0435312 0.932757
0.0615419 -0.929706 -0.0435312 0.932757
-0.903466 -0.0926922 0.151494 0.920757
-0.413756 -0.353403 -0.161869 0.567705
-0.413756 -0.353403 -0.161869 0.567705
-0.413756 -0.353403 -0.161869 0.567705
-0.413756 -0.353403 -0.161869 0.567705
-0.413756 -0.353403 -0.161869 0.567705
-0.413756 -0.353403 -0.161869 0.567705
-0.911447 0.227023 -1.11414 1.45725
-0.911447 0.227023 -1.11414 1.45725
-1.68382 1.32378 -1.62942 2.69122
-1.68382 1.32378 -1.62942 2.69122
-1.59057 1.82083 -1.60104 2.89978
-1.59057 1.82083 -1.60104 2.89978
-1.59057 1.82083 -1.60104 2.89978
-2.12858 1.32784 -0.53824 2.56587
-2.12858 1.32784 -0.53824 2.56587
-1.2671 0.727351 -1.7041 2.24467
-1.2671 0.727351 -1.7041 2.24467
-1.24674 -0.127621 -1.42531 1.89793
-0.485647 0.489589 -0.233152 0.72795
-0.485647 0.489589 -0.233152 0.72795
-0.485647 0.489589 -0.233152 0.72795
-0.161439 0.294957 -0.507595 0.608863
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
0.385569 0.117753 0.343699 0.529772
-0.466362 -0.306773 -0.360994 0.664771
-0.466362 -0.306773 -0.360994 0.664771
-0.466362 -0.306773 -0.360994 0.664771
-0.466362 -0.306773 -0.360994 0.664771
-0.466362 -0.306773 -0.360994 0.664771
0.460922 -1.16202 0.52937 1.35756
0.460922 -1.16202 0.52937 1.35756
0.460922 -1.16202 0.52937 1.35756
1.50585 -0.50667 1.04043 1.89916
2.38727 -0.0961288 1.05407 2.6114
2.38727 -0.0961288 1.05407 2.6114
2.03765 0.857746 0.184534 2.21851
1.51773 0.56951 0.649242 1.74624
1.51773 0.56951 0.649242 1.74624
1.51773 0.56951 0.649242 1.74624
0.683741 0.758716 0.706485 1.24188
0.683741 0.758716 0.706485 1.24188
0.0832221 0.311198 0.0932049 0.335346
0.0832221 0.311198 0.0932049 0.335346
0.0832221 0.311198 0.0932049 0.335346
-0.246073 0.00508317 0.786859 0.824454
-0.246073 0.00508317 0.786859 0.824454
-0.246073 0.00508317 0.786859 0.824454
-0.246073 0.00508317 0.786859 0.824454
-0.390843 0.0409861 0.938514 1.01747
-0.243971 0.599041 0.740677 0.983349
-0.243971 0.599041 0.740677 0.983349
-0.243971 0.599041 0.740677 0.983349
-0.243971 0.599041 0.740677 0.983349
0.788088 0.234449 -0.105699 0.828988
0.788088 0.234449 -0.105699 0.828988
0.788088 0.234449 -0.105699 0.828988
0.788088 0.234449 -0.105699 0.828988
0.102336 -0.487853 -0.962732 1.08412
0.102336 -0.487853 -0.962732 1.08412
0.102336 -0.487853 -0.962732 1.08412
-0.92952 0.131808 -0.197815 0.959433
-0.222338 0.547262 0.16871 0.614323
-0.222338 0.547262 0.16871 0.614323
-0.222338 0.547262 0.16871 0.614323
-0.222338 0.547262 0.16871 0.614323
-1.2306 1.10705 -0.207143 1.66818
-1.553 1.3368 -0.368171 2.08192
-0.788893 2.10259 0.435725 2.28759
-0.611528 1.22979 0.936827 1.66253
-0.728731 0.875016 1.27398 1.70872
-1.6489 0.516638 0.20432 1.73998
-1.6489 0.516638 0.20432 1.73998
-2.18146 0.50291 0.240181 2.25152
-2.18146 0.50291 0.240181 2.25152
-1.05947 0.379432 -0.0603527 1.12698
-1.05947 0.379432 -0.0603527 1.12698
-1.05947 0.379432 -0.0603527 1.12698
-1.05947 0.379432 -0.0603527 1.12698
-0.649229 0.849801 0.333951 1.12035
-0.649229 0.849801 0.333951 1.12035
-1.29956 -0.0493651 -0.265441 1.32731
-1.29956 -0.0493651 -0.265441 1.32731
-1.82676 0.298599 0.258565 1.86898
-1.82676 0.298599 0.258565 1.86898
-0.667109 -0.28131 0.347829 0.803215
-0.667109 -0.28131 0.347829 0.803215
-0.667109 -0.28131 0.347829 0.803215
0.0449344 0.529267 -0.549817 0.764488
0.659558 0.676708 -0.167707 0.959727
1.54501 0.279875 0.112681 1.57419
1.54501 0.279875 0.112681 1.57419
2.55889 -0.604666 -0.0711589 2.63033
2.55889 -0.604666 -0.0711589 2.63033
1.86784 -0.245998 0.921773 2.09738
1.36549 0.289301 1.9943 2.43423
1.36549 0.289301 1.9943 2.43423
0.193289 1.23473 1.96273 2.32685
-0.019412 2.02489 1.33602 2.42601
0.582434 1.21971 0.525693 1.45027
-0.580649 1.53007 -0.681911 1.77292
-0.67849 0.311959 -0.722949 1.03939
-0.67849 0.311959 -0.722949 1.03939
0.395916 1.4001 -0.554866 1.55721
-0.353381 1.37476 -0.340822 1.45979
-0.353381 1.37476 -0.340822 1.45979
0.35906 1.307 -0.346502 1.39901
0.91096 0.484143 0.217353 1.05427
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.201106 -0.278263 -0.203742 0.399231
0.73409 0.449016 -0.139794 0.871807
0.756726 -0.264959 -0.711325 1.07183
0.756726 -0.264959 -0.711325 1.07183
0.360623 0.482957 -0.695998 0.920711
0.360623 0.482957 -0.695998 0.920711
0.839475 -0.0624555 -0.305953 0.895671
0.839475 -0.0624555 -0.305953 0.895671
0.839475 -0.0624555 -0.305953 0.895671
0.839475 -0.0624555 -0.305953 0.895671
0.286172 0.613313 -0.900279 1.1263
0.286172 0.613313 -0.900279 1.1263
0.286172 0.613313 -0.900279 1.1263
-0.133833 1.56086 -0.509776 1.64745
-0.133833 1.56086 -0.509776 1.64745
-0.133833 1.56086 -0.509776 1.64745
-0.133833 1.56086 -0.509776 1.64745
-0.133833 1.56086 -0.509776 1.64745
-1.32787 1.25682 0.367409 1.86489
-0.738743 1.68603 -0.298038 1.86474
-0.738743 1.68603 -0.298038 1.86474
-0.738743 1.68603 -0.298038 1.86474
-1.1622 0.577998 0.476801 1.3828
-0.456806 0.023829 1.37546 1.44952
0.765969 0.691556 1.01228 1.44557
0.765969 0.691556 1.01228 1.44557
0.765969 0.691556 1.01228 1.44557
1.84129 0.52071 1.90733 2.70174
1.84129 0.52071 1.90733 2.70174
2.05489 -0.0847144 2.57639 3.2966
1.68948 0.819266 2.3888 3.0384
1.15599 0.0109977 1.42321 1.83356
2.29307 0.202006 2.46794 3.37487
1.85767 -0.466237 2.9279 3.4987
1.06393 0.19875 3.51289 3.67585
1.06393 0.19875 3.51289 3.67585
1.80824 1.04755 3.21013 3.83041
1.80824 1.04755 3.21013 3.83041
1.80824 1.04755 3.21013 3.83041
1.17158 0.538158 2.80382 3.08603
1.17158 0.538158 2.80382 3.08603
1.17158 0.538158 2.80382 3.08603
0.226415 -0.121561 2.87832 2.88977
1.44553 0.418061 1.91619 2.43642
1.85807 -0.475051 2.23841 2.94764
1.85807 -0.475051 2.23841 2.94764
1.85807 -0.475051 2.23841 2.94764
2.27678 0.220966 1.27184 2.61728
1.50388 -0.425762 2.14635 2.65514
1.50388 -0.425762 2.14635 2.65514
1.50388 -0.425762 2.14635 2.65514
1.50388 -0.425762 2.14635 2.65514
0.814431 -0.44554 1.0163 1.37647
0.814431 -0.44554 1.0163 1.37647
0.814431 -0.44554 1.0163 1.37647
0.906054 -0.53171 0.716127 1.27141
0.906054 -0.53171 0.716127 1.27141
0.828657 -0.466952 1.14619 1.48945
0.828657 -0.466952 1.14619 1.48945
0.828657 -0.466952 1.14619 1.48945
0.898239 -0.364214 1.01691 1.40485
-0.302077 -0.0129474 0.897839 0.947383
0.341449 -0.0834872 0.996013 1.05622
0.341449 -0.0834872 0.996013 1.05622
0.341449 -0.0834872 0.996013 1.05622
0.341449 -0.0834872 0.996013 1.05622
0.341449 -0.0834872 0.996013 1.05622
1.19852 0.0709981 0.340262 1.24791
1.19852 0.0709981 0.340262 1.24791
1.19852 0.0709981 0.340262 1.24791
0.0955568 -0.639837 -0.16563 0.667799
0.0955568 -0.639837 -0.16563 0.667799
0.726221 0.47585 0.0101089 0.868293
0.482738 -0.0667746 -0.814195 0.948899
0.395721 0.548772 -0.0695826 0.680137
0.395721 0.548772 -0.0695826 0.680137
0.395721 0.548772 -0.0695826 0.680137
0.395721 0.548772 -0.0695826 0.680137
0.395721 0.548772 -0.0695826 0.680137
0.395721 0.548772 -0.0695826 0.680137
-0.307066 -0.256249 0.0454946 0.40252
-0.687015 0.61338 0.239231 0.951555
-1.13277 -0.234609 -0.921019 1.47868
-1.08812 0.849163 -1.61777 2.12656
-1.02121 0.598371 -2.33234 2.61548
-0.143531 -0.56724 -1.77157 1.86569
-0.143531 -0.56724 -1.77157 1.86569
-0.314642 -1.59696 -0.996244 1.90835
-0.314642 -1.59696 -0.996244 1.90835
0.480589 -1.98823 -0.622712 2.13817
1.09618 -2.01383 -0.493949 2.34544
2.31759 -1.16472 0.502635 2.64205
2.31759 -1.16472 0.502635 2.64205
2.31759 -1.16472 0.502635 2.64205
1.71942 0.049161 -0.248538 1.73798
2.24582 0.772177 -0.661261 2.46521
2.827 0.0262992 -1.7457 3.32266
2.827 0.0262992 -1.7457 3.32266
2.827 0.0262992 -1.7457 3.32266
1.75274 -0.818778 -0.68891 2.05355
0.6136 0.318366 0.479717 0.841422
0.6136 0.318366 0.479717 0.841422
0.6136 0.318366 0.479717 0.841422
0.6136 0.318366 0.479717 0.841422
0.702462 -0.0286363 0.696484 0.989628
-0.217721 0.424529 0.218958 0.524948
-0.345937 -0.148499 -0.012471 0.37667
-0.345937 -0.148499 -0.012471 0.37667
-0.345937 -0.148499 -0.012471 0.37667
-0.345937 -0.148499 -0.012471 0.37667
0.705983 -0.471025 1.14633 1.42631
1.06395 -0.444065 0.918427 1.47401
1.06395 -0.444065 0.918427 1.47401
1.06395 -0.444065 0.918427 1.47401
1.06395 -0.444065 0.918427 1.47401
1.06395 -0.444065 0.918427 1.47401
1.16249 -0.444734 0.865626 1.51607
1.22651 -1.01522 0.56537 1.68957
1.22651 -1.01522 0.56537 1.68957
1.22651 -1.01522 0.56537 1.68957
1.22651 -1.01522 0.56537 1.68957
0.0929046 -0.687344 0.673568 0.966833
0.0929046 -0.687344 0.673568 0.966833
-0.542913 0.328673 -0.45042 0.77824
0.389069 1.43816 -0.546545 1.58695
0.389069 1.43816 -0.546545 1.58695
0.389069 1.43816 -0.546545 1.58695
1.58583 2.11464 0.478758 2.68622
1.82499 1.26018 -0.385677 2.25108
0.609794 1.51288 -1.59889 2.2841
-0.324374 0.553079 -1.08711 1.26211
-0.324374 0.553079 -1.08711 1.26211
-0.324374 0.553079 -1.08711 1.26211
0.296202 0.441718 -0.871389 1.02087
0.453954 1.51547 -0.524509 1.66668
1.11978 2.23202 -1.57322 2.95141
1.11978 2.23202 -1.57322 2.95141
1.02623 2.10365 -0.421848 2.37833
1.02623 2.10365 -0.421848 2.37833
1.02623 2.10365 -0.421848 2.37833
1.02623 2.10365 -0.421848 2.37833
1.02623 2.10365 -0.421848 2.37833
0.653571 2.32538 -1.21568 2.70415
0.653571 2.32538 -1.21568 2.70415
0.653571 2.32538 -1.21568 2.70415
1.18255 3.19187 -1.36373 3.66691
0.433727 2.52072 -1.50468 2.96753
1.19584 1.6298 -0.563833 2.09862
2.27731 2.59243 0.493313 3.48571
2.27731 2.59243 0.493313 3.48571
2.27731 2.59243 0.493313 3.48571
2.27731 2.59243 0.493313 3.48571
2.93358 1.85112 1.43031 3.75211
2.93358 1.85112 1.43031 3.75211
2.93358 1.85112 1.43031 3.75211
2.93358 1.85112 1.43031 3.75211
3.98205 2.84374 1.59394 5.14628
4.11499 1.63434 0.703064 4.48313
4.11499 1.63434 0.703064 4.48313
3.35598 1.96857 1.3989 4.13458
2.99446 1.1634 0.727736 3.29392
2.49265 2.13678 0.775952 3.37361
2.49265 2.13678 0.775952 3.37361
2.49265 2.13678 0.775952 3.37361
2.49265 2.13678 0.775952 3.37361
1.48007 2.63107 1.78331 3.50619
1.48007 2.63107 1.78331 3.50619
1.48007 2.63107 1.78331 3.50619
0.98781 2.94779 1.53178 3.46577
1.19452 2.85507 1.93281 3.64884
1.19452 2.85507 1.93281 3.64884
0.481587 3.66273 1.67395 4.05581
0.481587 3.66273 1.67395 4.05581
0.671168 3.12368 1.15661 3.39788
0.0500816 2.43155 2.23875 3.30559
0.0500816 2.43155 2.23875 3.30559
-0.438264 1.73682 2.28925 2.90676
-0.953664 2.87457 2.0172 3.63892
-1.05037 2.69811 1.11938 3.1042
-1.05037 2.69811 1.11938 3.1042
-0.356859 2.96248 1.3758 3.2858
-0.0294514 1.91743 1.11411 2.2178
-0.0294514 1.91743 1.11411 2.2178
-0.0294514 1.91743 1.11411 2.2178
-0.0294514 1.91743 1.11411 2.2178
-0.903524 1.20539 0.528022 1.59629
-0.903524 1.20539 0.528022 1.59629
-2.05278 1.74917 0.284213 2.71187
-1.7 0.862886 -0.342849 1.93704
-0.944958 1.95091 0.433906 2.21071
-0.944958 1.95091 0.433906 2.21071
-0.944958 1.95091 0.433906 2.21071
0.151272 1.36711 1.13188 1.7813
0.259462 0.715698 2.0789 2.2139
0.460648 0.742422 1.37393 1.62821
0.500791 0.672916 1.32285 1.56638
1.31923 1.05567 1.29908 2.13129
1.31923 1.05567 1.29908 2.13129
0.909229 0.635953 1.49433 1.86122
0.909229 0.635953 1.49433 1.86122
-0.27934 0.450015 0.955685 1.09265
-1.38521 0.688738 -0.183281 1.55781
-2.00233 1.32097 -0.97145 2.58805
-2.00233 1.32097 -0.97145 2.58805
-2.00233 1.32097 -0.97145 2.58805
-2.00233 1.32097 -0.97145 2.58805
-2.87356 1.8984 -0.280201 3.45539
-2.87356 1.8984 -0.280201 3.45539
-2.04718 1.7518 -0.657324 2.77341
-1.41785 2.1807 -1.35826 2.93438
-1.41785 2.1807 -1.35826 2.93438
-0.511928 2.15076 -1.64181 2.75379
-1.00922 2.26838 -0.90334 2.64199
-0.317685 2.83541 -1.62078 3.28138
-0.317685 2.83541 -1.62078 3.28138
0.420011 2.64041 -0.880444 2.81484
0.948473 2.19469 0.20976 2.40006
1.19968 3.32867 0.728315 3.61244
1.19968 3.32867 0.728315 3.61244
1.19968 3.32867 0.728315 3.61244
1.18687 2.59678 1.58357 3.2649
0.697789 1.63173 1.79458 2.52388
-0.341928 2.74975 1.74215 3.27309
-0.341928 2.74975 1.74215 3.27309
-0.341928 2.74975 1.74215 3.27309
-0.254412 2.4781 0.759661 2.60438
-1.05757 1.60075 0.153185 1.92466
0.0499128 0.746373 0.146312 0.762214
-0.32642 -0.155696 0.905414 0.97497
0.629722 0.830588 -0.0500903 1.04352
0.629722 0.830588 -0.0500903 1.04352
0.629722 0.830588 -0.0500903 1.04352
-0.482413 0.52345 -0.610821 0.93799
-0.482413 0.52345 -0.610821 0.93799
-0.482413 0.52345 -0.610821 0.93799
-0.482413 0.52345 -0.610821 0.93799
-0.819043 0.679642 -0.578742 1.21148
-0.819043 0.679642 -0.578742 1.21148
-1.52136 0.415812 0.135731 1.583
-1.52136 0.415812 0.135731 1.583
-0.948239 1.03821 0.334113 1.44522
0.165649 0.918505 0.24553 0.965078
0.37802 1.67399 -0.20372 1.7282
0.162623 1.87638 -0.674751 2.00063
0.670682 1.6989 -0.906423 2.03903
1.00728 1.5384 -1.36658 2.29104
1.00728 1.5384 -1.36658 2.29104
0.265729 2.15952 -1.93922 2.91457
0.36802 1.03651 -1.05641 1.52506
0.796839 -0.150413 0.0574836 0.812946
0.942909 -0.702143 0.507439 1.28046
0.942909 -0.702143 0.507439 1.28046
0.942909 -0.702143 0.507439 1.28046
0.942909 -0.702143 0.507439 1.28046
0.942909 -0.702143 0.507439 1.28046
0.295123 -0.507337 0.771309 0.969229
-0.489435 -0.843985 0.870822 1.30774
-0.216319 -1.45116 1.09213 1.82904
0.547977 -1.78534 0.804769 2.03356
0.547977 -1.78534 0.804769 2.03356
1.1445 -1.01843 -0.31383 1.56383
1.1445 -1.01843 -0.31383 1.56383
1.4885 -0.641086 -1.37279 2.12396
0.878932 -1.00465 -0.794993 1.55366
0.595876 -1.00916 0.37466 1.23038
-0.561553 -1.75758 -0.847848 2.03058
-0.561553 -1.75758 -0.847848 2.03058
-1.50181 -1.72184 -0.000948939 2.28477
-0.538601 -2.67941 0.153236 2.7373
-0.538601 -2.67941 0.153236 2.7373
-0.538601 -2.67941 0.153236 2.7373
-0.502702 -2.56001 -0.793751 2.72697
-0.502702 -2.56001 -0.793751 2.72697
-0.502702 -2.56001 -0.793751 2.72697
0.285823 -2.7715 -0.186997 2.79247
-0.523572 -2.81966 0.378977 2.89279
-1.64013 -2.30806 -0.376141 2.85633
-1.64013 -2.30806 -0.376141 2.85633
-0.482649 -1.66444 -0.742663 1.88543
-0.482649 -1.66444 -0.742663 1.88543
-0.819412 -1.74656 -1.05948 2.201
-0.819412 -1.74656 -1.05948 2.201
0.244452 -2.43836 -0.595189 2.52183
0.607275 -1.60113 -0.349453 1.74772
0.607275 -1.60113 -0.349453 1.74772
1.1175 -1.55688 0.15661 1.92281
1.53533 -1.0554 0.276768 1.88354
1.53533 -1.0554 0.276768 1.88354
2.47185 -0.11656 1.23215 2.76438
2.47185 -0.11656 1.23215 2.76438
2.0094 -0.59249 0.925173 2.29013
2.0094 -0.59249 0.925173 2.29013
2.0401 0.0532223 0.383423 2.0765
1.67495 -0.0489413 -0.0848917 1.67782
0.657024 0.23177 -0.704648 0.990923
0.657024 0.23177 -0.704648 0.990923
0.252651 0.283641 -0.47397 0.607398
0.252651 0.283641 -0.47397 0.607398
0.709063 -0.496387 -0.311959 0.920048
0.709063 -0.496387 -0.311959 0.920048
0.709063 -0.496387 -0.311959 0.920048
-0.015962 -0.595113 0.620247 0.859721
0.449834 -0.519048 0.591608 0.906511
0.449834 -0.519048 0.591608 0.906511
0.07747 0.455306 0.822847 0.943601
-1.10493 1.45987 0.174966 1.83921
-1.10493 1.45987 0.174966 1.83921
-0.639778 0.960925 -0.98617 1.5183
0.472378 1.05929 -1.86759 2.19844
-0.666022 1.78131 -1.32015 2.31505
-0.364315 0.888439 -1.97071 2.1922
-1.12077 -0.293721 -1.76684 2.11285
-1.87082 0.687199 -0.955775 2.21037
-1.87082 0.687199 -0.955775 2.21037
-1.01921 1.65629 -0.0352576 1.94508
-1.01921 1.65629 -0.0352576 1.94508
-1.01921 1.65629 -0.0352576 1.94508
-1.01921 1.65629 -0.0352576 1.94508
-0.324008 1.40228 -0.00535061 1.43924
-0.324008 1.40228 -0.00535061 1.43924
-1.10257 1.08355 0.362589 1.58783
-1.10257 1.08355 0.362589 1.58783
-1.10257 1.08355 0.362589 1.58783
-1.10257 1.08355 0.362589 1.58783
-1.10257 1.08355 0.362589 1.58783
-2.19798 0.236866 -0.837452 2.36401
-1.05283 0.4733 -1.69649 2.05197
-1.49523 0.954084 -0.638716 1.88519
-1.49523 0.954084 -0.638716 1.88519
-1.67261 0.388921 0.128633 1.72205
-1.67261 0.388921 0.128633 1.72205
-1.36532 0.945603 0.692538 1.79941
-0.690022 -0.0750888 1.65681 1.79633
-0.946492 -0.241518 1.68913 1.95124
-2.12753 0.355216 0.694854 2.26614
-1.99073 -0.810048 0.475834 2.20127
-2.50878 -1.37 1.10344 3.06406
-2.50878 -1.37 1.10344 3.06406
-2.50878 -1.37 1.10344 3.06406
-2.72952 -0.514921 1.85103 3.33793
-2.69406 -0.0431387 2.45706 3.6465
-1.94618 -0.920365 2.61713 3.38881
-3.16422 -1.25709 2.18287 4.04444
-3.16422 -1.25709 2.18287 4.04444
-2.96109 -1.82908 2.55862 4.31973
-2.96109 -1.82908 2.55862 4.31973
-3.68573 -1.21 1.61123 4.20056
-3.68573 -1.21 1.61123 4.20056
-2.49909 -0.570079 2.26642 3.42156
-2.49909 -0.570079 2.26642 3.42156
-2.7072 -0.150746 1.85356 3.28441
-2.7072 -0.150746 1.85356 3.28441
-3.7514 0.955384 1.50547 4.15358
-3.7514 0.955384 1.50547 4.15358
-3.47353 -0.182321 1.77765 3.90624
-3.26694 -0.0803183 1.61546 3.64542
-4.38307 0.982085 0.945245 4.59013
-4.24524 1.33093 -0.1739 4.45238
-4.50057 0.447904 -0.871875 4.60607
-3.95672 0.127935 -0.341929 3.97353
-3.39418 -0.259634 -1.2051 3.61111
-3.39418 -0.259634 -1.2051 3.61111
-3.39418 -0.259634 -1.2051 3.61111
-2.23707 -0.442564 -0.71805 2.39081
-2.23707 -0.442564 -0.71805 2.39081
-3.04508 -0.925878 -0.118448 3.18493
-1.86756 -1.09718 -0.532079 2.2304
-0.72939 -1.24774 0.149828 1.45303
-0.337261 -0.763411 0.687288 1.08116
-0.337261 -0.763411 0.687288 1.08116
-1.11432 0.136454 0.637352 1.29095
-1.1937 0.377074 -0.0088041 1.25187
-1.1937 0.377074 -0.0088041 1.25187
-1.1937 0.377074 -0.0088041 1.25187
-1.5088 0.923129 0.115082 1.77254
-1.5088 0.923129 0.115082 1.77254
-1.70096 -0.2033 0.402678 1.75976
-0.763653 0.269057 1.15656 1.41181
-0.763653 0.269057 1.15656 1.41181
-0.763653 0.269057 1.15656 1.41181
-0.763653 0.269057 1.15656 1.41181
-0.763653 0.269057 1.15656 1.41181
-1.43028 0.0786592 0.161505 1.44151
-1.43028 0.0786592 0.161505 1.44151
-1.18782 0.80191 0.152857 1.4413
-1.18782 0.80191 0.152857 1.4413
-0.0552675 -0.272783 1.17484 1.20736
-0.0552675 -0.272783 1.17484 1.20736
-0.913534 -0.758678 0.363941 1.24201
-0.913534 -0.758678 0.363941 1.24201
-0.913534 -0.758678 0.363941 1.24201
-0.23782 -0.354008 0.697404 0.817467
0.154423 -0.169899 0.0175916 0.230264
0.154423 -0.169899 0.0175916 0.230264
0.154423 -0.169899 0.0175916 0.230264
0.154423 -0.169899 0.0175916 0.230264
0.154423 -0.169899 0.0175916 0.230264
-0.398299 -0.103749 0.771118 0.874088
-0.398299 -0.103749 0.771118 0.874088
-0.90641 -0.424696 1.2011 1.56352
-0.90641 -0.424696 1.2011 1.56352
-0.90641 -0.424696 1.2011 1.56352
0.0855755 -0.200122 1.98836 2.00024
0.123024 -0.00103486 1.62699 1.63164
0.123024 -0.00103486 1.62699 1.63164
-0.0776546 -1.0385 2.2536 2.48259
0.92108 0.00845793 1.21843 1.52742
0.92108 0.00845793 1.21843 1.52742
1.55227 -0.756992 0.444933 1.7834
1.55227 -0.756992 0.444933 1.7834
1.55227 -0.756992 0.444933 1.7834
1.48676 -0.0480244 0.0548154 1.48855
1.48676 -0.0480244 0.0548154 1.48855
1.96151 -0.276349 -1.16812 2.29965
0.754925 0.846216 -1.93177 2.24003
0.762051 0.684164 -0.759858 1.27522
1.15358 -0.436845 -0.00401581 1.23353
1.34801 -0.725538 0.390062 1.57978
1.34801 -0.725538 0.390062 1.57978
1.17013 -1.16902 -0.423645 1.70742
1.17013 -1.16902 -0.423645 1.70742
0.268127 -1.36886 -0.361355 1.44092
0.268127 -1.36886 -0.361355 1.44092
0.268127 -1.36886 -0.361355 1.44092
0.268127 -1.36886 -0.361355 1.44092
0.268127 -1.36886 -0.361355 1.44092
-0.43221 -1.26469 -0.891204 1.60639
-0.43221 -1.26469 -0.891204 1.60639
-1.14834 -0.271289 -0.895993 1.48159
-1.14081 0.250405 -0.456583 1.25404
-0.327845 -0.866888 0.65448 1.1346
0.177457 -0.70603 0.54426 0.908949
0.177457 -0.70603 0.54426 0.908949
0.177457 -0.70603 0.54426 0.908949
-0.777723 0.0499431 -0.439562 0.894741
-0.777723 0.0499431 -0.439562 0.894741
-0.777723 0.0499431 -0.439562 0.894741
-0.777723 0.0499431 -0.439562 0.894741
-0.777723 0.0499431 -0.439562 0.894741
-0.777723 0.0499431 -0.439562 0.894741
-0.511538 -0.923455 0.315423 1.10179
-0.511538 -0.923455 0.315423 1.10179
-1.21531 -0.908821 0.857963 1.74328
-0.404564 -2.08884 0.0353303 2.12795
-0.404564 -2.08884 0.0353303 2.12795
-0.526445 -2.25125 0.305626 2.3321
-0.593204 -1.16879 0.596181 1.43993
-0.593204 -1.16879 0.596181 1.43993
0.215593 -0.5656 0.862021 1.05331
1.20505 -0.203307 -0.354123 1.27235
1.20505 -0.203307 -0.354123 1.27235
1.20505 -0.203307 -0.354123 1.27235
1.20505 -0.203307 -0.354123 1.27235
0.195901 0.778082 -0.253349 0.841412
0.354119 -0.19948 0.209925 0.457451
0.354119 -0.19948 0.209925 0.457451
0.354119 -0.19948 0.209925 0.457451
0.152571 0.530195 -0.344404 0.650384
-0.633015 -0.0957033 -0.13863 0.655046
-0.633015 -0.0957033 -0.13863 0.655046
-0.550273 0.0790119 0.00441623 0.555934
-0.518084 0.222409 -0.251 0.617153
-0.857488 -0.314978 -0.435407 1.01197
-0.857488 -0.314978 -0.435407 1.01197
-0.857488 -0.314978 -0.435407 1.01197
-0.857488 -0.314978 -0.435407 1.01197
-0.595768 -0.250384 -0.326849 0.724197
-0.265725 0.768316 0.857945 1.18194
-0.621178 0.15682 0.353763 0.731849
-0.621178 0.15682 0.353763 0.731849
-0.21703 0.145585 0.744813 0.789331
-0.322341 -1.03102 0.231588 1.10478
0.347082 -0.921575 -0.380225 1.05562
-0.209176 -0.506025 -1.01752 1.15549
0.333647 -0.979139 -0.850189 1.33898
0.199375 -1.08298 -0.01628 1.1013
0.199375 -1.08298 -0.01628 1.1013
0.199375 -1.08298 -0.01628 1.1013
0.199375 -1.08298 -0.01628 1.1013
0.199375 -1.08298 -0.01628 1.1013
-0.611756 -0.322219 -1.00898 1.22316
-0.611756 -0.322219 -1.00898 1.22316
-0.589586 -1.4615 -1.322 2.05701
-0.589586 -1.4615 -1.322 2.05701
-0.589586 -1.4615 -1.322 2.05701
-1.2274 -1.61101 -0.963463 2.2428
-0.835681 -1.34908 -0.091342 1.58957
-0.835681 -1.34908 -0.091342 1.58957
-0.835681 -1.34908 -0.091342 1.58957
-0.277322 -0.893302 -0.377138 1.00853
-0.277322 -0.893302 -0.377138 1.00853
-0.277322 -0.893302 -0.377138 1.00853
0.478952 -1.89085 -0.716263 2.07792
0.810873 -1.18302 -1.05249 1.77898
0.649039 -1.21962 -1.48514 2.02839
0.649039 -1.21962 -1.48514 2.02839
