x y z R
0.0315046 0.825128 -1.43328 1.65412
0.0315046 0.825128 -1.43328 1.65412
0.0315046 0.825128 -1.43328 1.65412
0.0315046 0.825128 -1.43328 1.65412
0.19667 -1.36285 -4.06361 4.29056
0.19667 -1.36285 -4.06361 4.29056
1.19224 -0.416095 -1.37115 1.86403
1.19224 -0.416095 -1.37115 1.86403
0.525342 -0.479041 -3.22215 3.29966
0.525342 -0.479041 -3.22215 3.29966
0.525342 -0.479041 -3.22215 3.29966
-2.06243 -0.0352318 -4.44611 4.9013
-2.06243 -0.0352318 -4.44611 4.9013
-1.70189 -0.327422 -3.87545 4.24532
-1.70189 -0.327422 -3.87545 4.24532
-1.56104 -2.1507 -3.98359 4.78867
0.345283 -2.45028 -4.91371 5.5016
0.345283 -2.45028 -4.91371 5.5016
0.989659 -2.69647 -4.4019 5.25615
-0.827782 -0.329672 -4.70369 4.78733
-0.28196 1.18453 -3.11957 3.34878
-1.83596 2.75431 -1.11024 3.49136
0.0861626 5.54893 -1.93388 5.8769
0.0861626 5.54893 -1.93388 5.8769
0.617708 5.06481 -4.5751 6.85313
-0.0199356 5.39372 -1.70485 5.65677
-0.0199356 5.39372 -1.70485 5.65677
-0.0199356 5.39372 -1.70485 5.65677
-0.0199356 5.39372 -1.70485 5.65677
-0.658605 3.64531 0.833722 3.79699
-2.08371 2.44482 2.24854 3.92109
-0.886943 0.740747 4.43484 4.58292
-0.886943 0.740747 4.43484 4.58292
-0.886943 0.740747 4.43484 4.58292
-0.886943 0.740747 4.43484 4.58292
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
0.0536865 0.104932 2.33158 2.33455
-0.845174 0.217354 3.6051 3.70922
-0.845174 0.217354 3.6051 3.70922
-0.845174 0.217354 3.6051 3.70922
-0.120276 1.08006 2.02879 2.30152
-0.120276 1.08006 2.02879 2.30152
-0.120276 1.08006 2.02879 2.30152
-1.51034 -0.507107 3.87903 4.19347
-1.51034 -0.507107 3.87903 4.19347
-1.62468 -1.57325 4.0513 4.6398
-1.62468 -1.57325 4.0513 4.6398
-1.62468 -1.57325 4.0513 4.6398
-1.62468 -1.57325 4.0513 4.6398
-0.21842 -0.654169 1.77129 1.90082
-0.21842 -0.654169 1.77129 1.90082
-0.725055 -0.464311 0.899487 1.24514
-0.725055 -0.464311 0.899487 1.24514
-0.725055 -0.464311 0.899487 1.24514
0.141825 -0.245557 1.86308 1.88453
0.141825 -0.245557 1.86308 1.88453
0.141825 -0.245557 1.86308 1.88453
0.141825 -0.245557 1.86308 1.88453
1.32999 0.285507 3.21562 3.4915
1.32999 0.285507 3.21562 3.4915
-1.48662 -0.375642 2.11751 2.61438
-0.172437 1.09963 3.6962 3.86015
-0.172437 1.09963 3.6962 3.86015
0.811929 -1.07438 2.29525 2.66115
0.811929 -1.07438 2.29525 2.66115
-1.21733 -2.13171 2.98205 3.86247
-1.21733 -2.13171 2.98205 3.86247
-1.21733 -2.13171 2.98205 3.86247
-0.0388628 -0.324542 5.13024 5.14064
-1.83171 2.59532 5.16051 6.05984
-1.83171 2.59532 5.16051 6.05984
-1.2038 -0.290628 4.5074 4.67442
-1.28857 0.919633 4.561 4.82793
-1.28857 0.919633 4.561 4.82793
-1.28857 0.919633 4.561 4.82793
1.08158 2.24945 2.02376 3.21333
0.726073 -0.501149 4.01196 4.10782
-0.834754 -1.80718 3.6707 4.17574
0.272096 -2.30623 4.8684 5.39389
0.272096 -2.30623 4.8684 5.39389
1.4539 -2.34594 2.69156 3.8551
1.38786 -0.0112903 1.18716 1.82637
1.4633 -2.9552 1.25935 3.52993
-0.659948 -3.19586 1.3397 3.52758
-0.659948 -3.19586 1.3397 3.52758
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
-1.86483 -2.72506 2.65622 4.23781
0.981847 -0.698343 5.03889 5.18094
0.981847 -0.698343 5.03889 5.18094
2.3614 0.0237525 3.14978 3.93674
2.3614 0.0237525 3.14978 3.93674
-0.569358 1.67603 4.89419 5.20446
1.36982 2.51191 2.54749 3.8309
0.701018 0.800815 2.34876 2.57864
2.38938 1.02594 4.25932 4.99034
1.00984 -1.08968 7.03616 7.1913
-0.485036 0.962563 7.76407 7.83853
-3.26646 -0.295389 4.98614 5.96814
-0.915221 -1.21896 6.47664 6.6536
0.568729 0.739325 5.82992 5.90407
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
1.13174 -0.429964 3.32262 3.53632
2.21934 -0.514263 4.78431 5.29902
2.21934 -0.514263 4.78431 5.29902
2.21934 -0.514263 4.78431 5.29902
2.21934 -0.514263 4.78431 5.29902
0.0422839 0.792851 4.83223 4.89703
0.734026 1.39419 2.3504 2.82966
-1.27376 -0.39617 4.53254 4.72475
-1.27376 -0.39617 4.53254 4.72475
-0.671354 -1.02442 4.00958 4.19248
-3.47576 -3.71974 2.38438 5.62162
-1.36881 -4.41363 4.15895 6.21696
-1.36881 -4.41363 4.15895 6.21696
0.496894 -2.63914 3.1733 4.15714
0.496894 -2.63914 3.1733 4.15714
-1.13719 -2.87934 4.44721 5.41862
-2.1403 -0.833929 6.91599 7.28747
-0.216686 0.255246 4.06477 4.07854
-0.216686 0.255246 4.06477 4.07854
-2.20999 -1.28226 1.18919 2.81823
-0.557067 0.396143 1.51394 1.66111
0.384832 -1.90173 3.67084 4.15207
0.384832 -1.90173 3.67084 4.15207
0.384832 -1.90173 3.67084 4.15207
-0.256696 -1.38293 3.57606 3.84273
-0.256696 -1.38293 3.57606 3.84273
-0.256696 -1.38293 3.57606 3.84273
1.29647 -0.679233 4.12236 4.37448
1.29647 -0.679233 4.12236 4.37448
0.061562 0.826662 3.4167 3.51582
0.061562 0.826662 3.4167 3.51582
0.061562 0.826662 3.4167 3.51582
0.061562 0.826662 3.4167 3.51582
2.91453 -1.04258 3.32335 4.5416
2.65682 -2.55975 0.742873 3.76336
0.586343 -0.784472 3.07626 3.2284
0.586343 -0.784472 3.07626 3.2284
0.586343 -0.784472 3.07626 3.2284
0.586343 -0.784472 3.07626 3.2284
0.586343 -0.784472 3.07626 3.2284
0.586343 -0.784472 3.07626 3.2284
0.586343 -0.784472 3.07626 3.2284
-0.187924 0.369967 2.03178 2.07372
-0.187924 0.369967 2.03178 2.07372
-0.187924 0.369967 2.03178 2.07372
-0.187924 0.369967 2.03178 2.07372
0.96551 2.35406 2.70289 3.71206
0.96551 2.35406 2.70289 3.71206
0.96551 2.35406 2.70289 3.71206
2.99485 0.220339 4.91288 5.75795
4.19409 -1.71367 6.41055 7.84998
2.80495 0.370309 6.35187 6.95349
1.05922 -2.46331 6.68723 7.20479
1.05922 -2.46331 6.68723 7.20479
1.05922 -2.46331 6.68723 7.20479
0.285642 -4.62679 5.27956 7.02584
0.285642 -4.62679 5.27956 7.02584
0.285642 -4.62679 5.27956 7.02584
-1.0257 -2.07115 6.14026 6.56084
-1.0257 -2.07115 6.14026 6.56084
-1.0257 -2.07115 6.14026 6.56084
-1.0257 -2.07115 6.14026 6.56084
-3.81541 -0.810737 4.14905 5.69467
-3.81541 -0.810737 4.14905 5.69467
-6.49838 0.115839 2.81001 7.08085
-4.16909 -0.875132 4.51609 6.20824
-1.53197 -2.55918 5.68944 6.42386
-0.676808 -2.42806 5.93818 6.45101
-0.676808 -2.42806 5.93818 6.45101
-0.676808 -2.42806 5.93818 6.45101
-0.676808 -2.42806 5.93818 6.45101
-0.676808 -2.42806 5.93818 6.45101
-2.67972 -0.376492 6.79515 7.31415
-4.79236 0.20325 5.77797 7.50952
-4.79236 0.20325 5.77797 7.50952
-1.90517 -1.48411 4.66013 5.24872
-1.90517 -1.48411 4.66013 5.24872
-2.66439 1.3815 3.28798 4.45178
-2.6493 1.41445 0.905673 3.13683
0.128681 0.437414 -0.80245 0.922939
2.24596 0.174242 1.78853 2.87637
2.24596 0.174242 1.78853 2.87637
2.24596 0.174242 1.78853 2.87637
2.24596 0.174242 1.78853 2.87637
3.66253 0.106844 3.57474 5.11901
3.66253 0.106844 3.57474 5.11901
3.66253 0.106844 3.57474 5.11901
2.84344 -0.988343 1.20993 3.24436
0.319973 -0.0266621 3.97984 3.99277
0.319973 -0.0266621 3.97984 3.99277
-0.727309 -0.994872 4.20431 4.3812
-0.865964 0.468994 2.42984 2.62183
-0.171792 -2.06199 1.45051 2.52692
-0.291551 0.386784 0.986735 1.0992
-0.346735 -0.942422 -1.33857 1.67336
-0.346735 -0.942422 -1.33857 1.67336
2.11111 1.55507 -3.90493 4.70357
-0.837235 3.59668 -2.99224 4.75295
0.820354 1.99126 -3.39036 4.01655
0.820354 1.99126 -3.39036 4.01655
0.820354 1.99126 -3.39036 4.01655
0.508792 -0.912406 -2.82183 3.009
1.58703 -0.798371 -2.49534 3.06313
1.58703 -0.798371 -2.49534 3.06313
1.58703 -0.798371 -2.49534 3.06313
1.58703 -0.798371 -2.49534 3.06313
1.58703 -0.798371 -2.49534 3.06313
1.58703 -0.798371 -2.49534 3.06313
3.94198 -0.517384 -0.924025 4.08175
1.28971 1.19078 -0.727365 1.9001
0.672448 3.23479 -1.63845 3.6879
0.672448 3.23479 -1.63845 3.6879
0.672448 3.23479 -1.63845 3.6879
0.976331 5.11706 -1.97241 5.57028
0.160611 4.78738 -4.91306 6.8617
0.63634 6.24899 -7.70805 9.94328
0.63634 6.24899 -7.70805 9.94328
-1.81051 3.32322 -7.1684 8.10603
-1.11655 2.85363 -6.16079 6.88079
-4.06091 2.31546 -5.21545 7.0038
-4.06091 2.31546 -5.21545 7.0038
-4.06091 2.31546 -5.21545 7.0038
-1.8773 5.18095 -3.36989 6.4593
-1.8773 5.18095 -3.36989 6.4593
-1.8773 5.18095 -3.36989 6.4593
-1.8773 5.18095 -3.36989 6.4593
-2.1819 4.46845 -4.30436 6.57687
-1.08378 4.67608 -2.07172 5.22803
1.41891 5.12293 -2.07278 5.70562
1.05192 6.35806 -3.06371 7.13567
2.75774 4.53327 -3.17802 6.1851
1.97055 3.29455 -2.49061 4.57605
4.14683 1.58569 -3.91003 5.91599
4.14683 1.58569 -3.91003 5.91599
3.99884 0.194158 -3.23806 5.14912
3.99884 0.194158 -3.23806 5.14912
2.55086 -0.62985 -0.70816 2.72123
3.42281 -0.423037 1.13121 3.62964
1.42593 0.535528 3.21086 3.55382
1.42593 0.535528 3.21086 3.55382
1.42593 0.535528 3.21086 3.55382
-0.0675188 -0.500381 3.46339 3.5
-2.95175 -0.529385 2.97682 4.22546
-1.76457 -3.36926 5.5188 6.70244
-2.16355 -1.55194 6.68634 7.19699
-3.97765 -1.54162 5.14499 6.6835
-1.44642 -4.39583 5.49422 7.18345
-1.44642 -4.39583 5.49422 7.18345
-1.28356 -4.04972 7.33328 8.47495
-1.28356 -4.04972 7.33328 8.47495
-2.63029 -2.11036 4.97462 6.0099
-1.72202 -1.35645 6.18141 6.55859
-1.72202 -1.35645 6.18141 6.55859
-1.72202 -1.35645 6.18141 6.55859
-2.49499 -1.13826 5.43976 6.09193
-2.49499 -1.13826 5.43976 6.09193
-2.49499 -1.13826 5.43976 6.09193
-2.49499 -1.13826 5.43976 6.09193
-2.49499 -1.13826 5.43976 6.09193
-0.702268 -0.660899 6.88619 6.95338
-0.702268 -0.660899 6.88619 6.95338
-0.702268 -0.660899 6.88619 6.95338
-3.48794 -2.27016 6.78741 7.96168
-3.48794 -2.27016 6.78741 7.96168
-1.78512 -2.25856 6.12236 6.76542
-1.9849 -3.64674 3.76357 5.60383
-1.9849 -3.64674 3.76357 5.60383
-1.9849 -3.64674 3.76357 5.60383
-1.9849 -3.64674 3.76357 5.60383
0.798309 -1.95467 6.52473 6.85786
0.798309 -1.95467 6.52473 6.85786
0.798309 -1.95467 6.52473 6.85786
0.798309 -1.95467 6.52473 6.85786
-1.37081 -3.92763 6.41075 7.6422
-3.3718 -5.88998 3.73954 7.74887
-3.29951 -3.854 6.57646 8.30602
-3.29951 -3.854 6.57646 8.30602
-3.29951 -3.854 6.57646 8.30602
-3.29951 -3.854 6.57646 8.30602
-3.29951 -3.854 6.57646 8.30602
-3.29951 -3.854 6.57646 8.30602
-0.899347 -4.42515 4.41222 6.31335
-0.899347 -4.42515 4.41222 6.31335
-0.075535 -2.42648 4.96341 5.5253
1.44459 -0.826162 4.81174 5.09139
-1.45066 -0.253042 3.80191 4.07713
0.829651 -2.70677 4.15222 5.02552
0.829651 -2.70677 4.15222 5.02552
-0.438454 -0.246241 3.80924 3.84229
-0.438454 -0.246241 3.80924 3.84229
-0.438454 -0.246241 3.80924 3.84229
-0.438454 -0.246241 3.80924 3.84229
-0.438454 -0.246241 3.80924 3.84229
-1.34185 -0.451533 2.39265 2.78015
-0.621655 0.227763 4.34388 4.39404
-0.621655 0.227763 4.34388 4.39404
-0.621655 0.227763 4.34388 4.39404
-1.5645 -1.61743 4.37728 4.92182
-1.95264 0.420762 7.04051 7.31837
-1.95264 0.420762 7.04051 7.31837
-1.31881 1.37391 6.53347 6.80537
-1.06087 1.80486 6.17122 6.51666
-1.06087 1.80486 6.17122 6.51666
0.776803 1.56916 4.17359 4.52599
3.25953 -0.0634914 6.82714 7.5656
3.25953 -0.0634914 6.82714 7.5656
3.25953 -0.0634914 6.82714 7.5656
3.25953 -0.0634914 6.82714 7.5656
2.42123 -0.102491 6.63418 7.06294
1.85747 1.03131 6.52252 6.85982
-0.311402 1.91148 4.08986 4.52523
-0.51067 1.91479 2.35942 3.08125
-0.51067 1.91479 2.35942 3.08125
-0.876503 0.180269 2.33821 2.50359
-0.876503 0.180269 2.33821 2.50359
-3.38772 0.194228 2.87656 4.44848
-2.02212 1.70774 1.56011 3.07234
-2.02212 1.70774 1.56011 3.07234
0.194571 -0.812311 1.09001 1.37325
0.127373 -0.725927 1.20199 1.40995
-0.633671 -0.793554 -1.09126 1.49068
1.6241 -2.55387 -3.32472 4.49597
1.29201 -1.63509 -5.64033 6.013
-1.17623 -2.27923 -5.79025 6.33289
0.611807 0.424652 -5.12198 5.17584
0.611807 0.424652 -5.12198 5.17584
0.801135 1.70036 -2.37677 3.0302
-0.246531 0.00608272 -3.91094 3.91871
-0.246531 0.00608272 -3.91094 3.91871
-0.246531 0.00608272 -3.91094 3.91871
-0.246531 0.00608272 -3.91094 3.91871
-0.246531 0.00608272 -3.91094 3.91871
-1.31225 1.37035 -2.98658 3.53829
-1.31225 1.37035 -2.98658 3.53829
-1.31225 1.37035 -2.98658 3.53829
0.308109 1.33321 -1.95554 2.38674
0.308109 1.33321 -1.95554 2.38674
-0.603855 -0.874764 -3.98162 4.12106
-0.603855 -0.874764 -3.98162 4.12106
1.9605 1.25521 -2.13728 3.16024
0.455689 -0.307919 -0.95192 1.09937
0.455689 -0.307919 -0.95192 1.09937
-1.45049 -2.27634 -2.21407 3.49109
-1.04587 -0.934638 -4.4171 4.63445
1.16276 1.4829 -4.43252 4.81645
1.16276 1.4829 -4.43252 4.81645
1.16276 1.4829 -4.43252 4.81645
1.16276 1.4829 -4.43252 4.81645
0.80152 0.390095 -4.19053 4.2843
-1.87405 -2.02095 -5.22036 5.90326
-1.87405 -2.02095 -5.22036 5.90326
0.908814 -2.31649 -5.86067 6.36707
2.24943 -0.000899163 -3.66018 4.29614
-0.609258 -0.69546 -3.51896 3.6384
-0.609258 -0.69546 -3.51896 3.6384
0.452031 0.0847104 -2.28676 2.33255
0.447757 -0.491127 -1.76174 1.88293
-0.863626 0.58278 -1.92979 2.19307
-0.863626 0.58278 -1.92979 2.19307
-0.863626 0.58278 -1.92979 2.19307
-0.863626 0.58278 -1.92979 2.19307
-0.863626 0.58278 -1.92979 2.19307
-0.692762 0.190146 0.71622 1.01442
-0.692762 0.190146 0.71622 1.01442
0.83353 -1.57753 1.81316 2.5438
0.83353 -1.57753 1.81316 2.5438
0.83353 -1.57753 1.81316 2.5438
0.83353 -1.57753 1.81316 2.5438
-2.04987 0.78001 2.3993 3.2507
-2.04987 0.78001 2.3993 3.2507
-2.58748 -1.3996 1.61645 3.35661
-2.58748 -1.3996 1.61645 3.35661
-3.13161 -3.67102 2.41867 5.39753
-1.58979 -5.14968 2.96221 6.1499
-3.31963 -4.12854 2.49647 5.85638
-3.08228 -4.07688 4.64787 6.90826
-1.84141 -3.83109 4.92483 6.50554
-1.84141 -3.83109 4.92483 6.50554
-1.84141 -3.83109 4.92483 6.50554
-1.38775 -2.8666 4.06599 5.16484
0.391838 -3.22321 3.76734 4.97348
1.77566 -0.603065 0.914813 2.08651
-0.917969 -0.338135 3.50123 3.63533
0.709548 -1.84221 2.29979 3.03087
0.709548 -1.84221 2.29979 3.03087
0.709548 -1.84221 2.29979 3.03087
1.71114 -0.0380052 3.8771 4.23808
1.71114 -0.0380052 3.8771 4.23808
1.71114 -0.0380052 3.8771 4.23808
1.71114 -0.0380052 3.8771 4.23808
1.05651 0.550116 4.13446 4.30263
0.563601 -0.261472 3.5915 3.64484
3.41743 -1.54632 2.14114 4.31907
3.41743 -1.54632 2.14114 4.31907
3.41743 -1.54632 2.14114 4.31907
2.20751 -3.49975 4.37623 6.02269
2.20751 -3.49975 4.37623 6.02269
-0.332925 -2.93597 2.03405 3.58722
-2.58019 -2.59665 1.84557 4.09953
-2.58019 -2.59665 1.84557 4.09953
-2.58019 -2.59665 1.84557 4.09953
-4.88332 -1.566 2.03547 5.51745
-4.88332 -1.566 2.03547 5.51745
-4.88332 -1.566 2.03547 5.51745
-4.88332 -1.566 2.03547 5.51745
-3.00227 0.693753 4.65457 5.58211
-3.00227 0.693753 4.65457 5.58211
-2.81341 1.74858 4.52965 5.61165
-3.45324 3.58419 5.58906 7.48391
-3.45324 3.58419 5.58906 7.48391
-5.21138 2.92164 2.91368 6.64711
-5.21138 2.92164 2.91368 6.64711
-5.21138 2.92164 2.91368 6.64711
-5.21138 2.92164 2.91368 6.64711
-5.21138 2.92164 2.91368 6.64711
-5.06515 1.52398 3.61119 6.40461
-3.2706 4.38021 4.29526 6.95214
-3.68603 2.38415 3.72406 5.7567
-3.68603 2.38415 3.72406 5.7567
-3.68603 2.38415 3.72406 5.7567
-3.68603 2.38415 3.72406 5.7567
-3.68603 2.38415 3.72406 5.7567
-1.28492 -0.573577 6.60174 6.75004
-0.909231 1.70375 7.53624 7.77975
-0.909231 1.70375 7.53624 7.77975
-0.909231 1.70375 7.53624 7.77975
-0.909231 1.70375 7.53624 7.77975
-0.311244 -0.866197 6.12891 6.19764
-0.464394 0.305117 4.20887 4.24539
-0.464394 0.305117 4.20887 4.24539
-0.464394 0.305117 4.20887 4.24539
-0.464394 0.305117 4.20887 4.24539
-0.464394 0.305117 4.20887 4.24539
-0.668767 -0.298174 4.68795 4.74479
-0.668767 -0.298174 4.68795 4.74479
-0.668767 -0.298174 4.68795 4.74479
-0.668767 -0.298174 4.68795 4.74479
0.918186 -0.472155 2.07679 2.31928
1.8586 1.12726 1.98401 2.94302
1.8586 1.12726 1.98401 2.94302
1.8586 1.12726 1.98401 2.94302
1.8586 1.12726 1.98401 2.94302
2.86285 0.000728351 4.59201 5.41133
3.82164 -0.823347 1.9063 4.34935
3.82164 -0.823347 1.9063 4.34935
2.47804 -2.0688 2.45173 4.05359
2.47804 -2.0688 2.45173 4.05359
0.857339 0.619003 3.49978 3.65605
0.857339 0.619003 3.49978 3.65605
0.857339 0.619003 3.49978 3.65605
0.857339 0.619003 3.49978 3.65605
0.857339 0.619003 3.49978 3.65605
3.32111 0.0380476 3.5308 4.84745
4.1398 -2.87855 6.40815 8.15404
4.13351 -4.46516 8.35284 10.3341
4.44952 -1.74479 11.2546 12.2273
2.04545 0.347749 9.83755 10.054
2.04545 0.347749 9.83755 10.054
2.04545 0.347749 9.83755 10.054
4.32578 0.824161 7.62265 8.8032
4.32578 0.824161 7.62265 8.8032
1.68198 3.42063 5.32105 6.54548
1.68198 3.42063 5.32105 6.54548
1.50197 1.48199 8.04347 8.31563
1.50197 1.48199 8.04347 8.31563
0.678084 2.39881 7.81734 8.20518
0.678084 2.39881 7.81734 8.20518
0.678084 2.39881 7.81734 8.20518
0.678084 2.39881 7.81734 8.20518
0.678084 2.39881 7.81734 8.20518
1.3995 1.20592 6.90696 7.14976
1.3995 1.20592 6.90696 7.14976
1.3995 1.20592 6.90696 7.14976
3.87033 1.98934 4.26318 6.09193
3.87033 1.98934 4.26318 6.09193
3.87033 1.98934 4.26318 6.09193
3.87033 1.98934 4.26318 6.09193
1.65407 -0.977275 5.80412 6.11382
-0.599711 -3.21586 5.22992 6.16874
-3.04766 -1.52296 2.58712 4.27795
-3.04766 -1.52296 2.58712 4.27795
-0.846345 -3.2502 4.4001 5.53543
-0.512582 -2.53842 2.89805 3.88652
-0.512582 -2.53842 2.89805 3.88652
-2.44009 0.258623 2.32023 3.37704
0.483172 2.58394 1.98345 3.29306
1.32957 0.624661 1.95476 2.44521
1.32957 0.624661 1.95476 2.44521
1.32957 0.624661 1.95476 2.44521
0.908045 0.762243 3.22039 3.43168
0.908045 0.762243 3.22039 3.43168
1.53556 -0.222664 4.92635 5.16492
1.53556 -0.222664 4.92635 5.16492
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
-0.545658 -0.116199 2.69933 2.75638
0.291737 1.24241 2.74002 3.02265
0.291737 1.24241 2.74002 3.02265
-0.236092 0.564484 0.821974 1.02471
-0.236092 0.564484 0.821974 1.02471
-0.236092 0.564484 0.821974 1.02471
2.34624 -1.89649 2.6233 3.9979
1.30779 -3.68287 5.00134 6.34722
2.36871 -3.76607 2.75397 5.23244
1.99792 -3.56072 4.4061 6.007
1.99792 -3.56072 4.4061 6.007
0.473431 -4.29675 6.13333 7.50359
2.63893 -3.89384 5.82617 7.488
2.63893 -3.89384 5.82617 7.488
2.88297 -4.44768 4.89875 7.21742
2.88297 -4.44768 4.89875 7.21742
3.13502 -2.92566 4.43914 6.17202
3.76001 -5.31876 4.52028 7.92842
2.869 -4.71172 2.46749 6.04317
2.869 -4.71172 2.46749 6.04317
2.869 -4.71172 2.46749 6.04317
2.19779 -2.13863 3.64521 4.76357
0.798363 -3.15724 1.78829 3.71531
3.42587 -5.60982 3.06123 7.25105
1.61958 -3.10769 4.17316 5.4494
1.7926 -1.52442 5.3993 5.88979
2.16417 -3.12756 2.51632 4.56038
0.348039 -0.485137 4.30978 4.35094
0.348039 -0.485137 4.30978 4.35094
-1.40964 1.72741 3.37381 4.04396
-2.05358 -0.644564 1.43734 2.58816
-2.05358 -0.644564 1.43734 2.58816
-3.52426 0.403776 3.63779 5.08104
-3.52426 0.403776 3.63779 5.08104
-3.52426 0.403776 3.63779 5.08104
-1.3654 -1.60245 5.55537 5.9409
-1.3654 -1.60245 5.55537 5.9409
0.924407 -2.62611 4.0889 4.94672
0.924407 -2.62611 4.0889 4.94672
0.924407 -2.62611 4.0889 4.94672
-1.49389 -1.68882 5.98223 6.39304
1.26689 -2.49742 4.63433 5.41471
1.26689 -2.49742 4.63433 5.41471
1.48944 -2.63842 4.51293 5.43564
0.458786 -2.94721 3.57614 4.65675
0.458786 -2.94721 3.57614 4.65675
0.458786 -2.94721 3.57614 4.65675
2.27433 -0.6261 1.7782 2.95408
2.27433 -0.6261 1.7782 2.95408
1.64593 -1.57732 4.06545 4.661
1.64593 -1.57732 4.06545 4.661
1.64593 -1.57732 4.06545 4.661
1.64593 -1.57732 4.06545 4.661
1.64593 -1.57732 4.06545 4.661
4.36537 -0.61227 1.7478 4.74196
4.36537 -0.61227 1.7478 4.74196
2.82078 -0.951922 1.58505 3.37273
2.82078 -0.951922 1.58505 3.37273
2.17152 -2.92703 4.19894 5.56005
1.67616 -0.222937 1.68965 2.39043
1.67616 -0.222937 1.68965 2.39043
1.26915 0.65953 2.49204 2.87332
-0.739307 1.24041 3.50297 3.78893
-1.24921 -1.23951 2.28035 2.88043
-3.93389 1.54289 2.25972 4.7919
-1.82427 2.84408 2.43558 4.16519
-1.82427 2.84408 2.43558 4.16519
-1.98785 0.211715 3.69174 4.19825
-0.3183 2.23284 5.16858 5.63924
-2.58684 0.10869 6.46911 6.96799
-1.04098 1.81316 3.89369 4.4195
-1.04098 1.81316 3.89369 4.4195
-0.52366 2.80334 5.55877 6.24763
1.79997 3.15691 4.24617 5.58891
0.754882 2.39755 4.32228 5.00002
0.754882 2.39755 4.32228 5.00002
0.754882 2.39755 4.32228 5.00002
0.754882 2.39755 4.32228 5.00002
3.63442 1.51288 4.61215 6.0638
3.63442 1.51288 4.61215 6.0638
5.49344 -0.690769 3.84392 6.74024
4.11203 1.63289 4.38416 6.22864
4.11203 1.63289 4.38416 6.22864
4.11203 1.63289 4.38416 6.22864
2.04502 4.4402 6.43497 8.08124
2.04502 4.4402 6.43497 8.08124
2.04502 4.4402 6.43497 8.08124
2.04502 4.4402 6.43497 8.08124
0.756821 3.80306 8.08971 8.97104
0.756821 3.80306 8.08971 8.97104
1.99715 1.73067 9.15505 9.52884
1.99715 1.73067 9.15505 9.52884
4.92449 1.9093 6.4161 8.31038
4.92449 1.9093 6.4161 8.31038
2.36604 3.58867 3.79337 5.73291
2.36604 3.58867 3.79337 5.73291
4.72995 1.1871 1.70885 5.16738
4.72995 1.1871 1.70885 5.16738
6.3001 -0.00451159 2.85417 6.91647
6.3001 -0.00451159 2.85417 6.91647
3.53601 0.718499 4.24695 5.57281
1.98351 -0.464133 6.75104 7.05168
1.71742 -1.09008 8.32835 8.57317
1.71742 -1.09008 8.32835 8.57317
0.493658 1.19674 9.13835 9.22959
0.493658 1.19674 9.13835 9.22959
0.493658 1.19674 9.13835 9.22959
-0.186016 0.487654 10.9109 10.9234
-0.186016 0.487654 10.9109 10.9234
-0.186016 0.487654 10.9109 10.9234
2.41467 -0.953825 8.5065 8.89387
2.41467 -0.953825 8.5065 8.89387
2.41467 -0.953825 8.5065 8.89387
2.41467 -0.953825 8.5065 8.89387
2.41467 -0.953825 8.5065 8.89387
2.19738 -0.605947 5.8705 6.2975
-0.372023 1.10848 5.05231 5.18584
1.31919 -1.51813 3.51784 4.05218
1.31919 -1.51813 3.51784 4.05218
1.62526 -0.702995 5.13943 5.43594
1.76119 0.126407 4.45048 4.78796
1.76119 0.126407 4.45048 4.78796
1.76119 0.126407 4.45048 4.78796
1.59765 2.3643 1.52318 3.23458
1.59765 2.3643 1.52318 3.23458
